date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:02:46	0/0	---M-Z	302	error ('Moved%20Temporarily')	text/html	date:Fri,%2014%20Feb%202014%2009:02:44%20GMT	http://ultimo.infortis-themes.com/demo/second2/catalog/product_compare/add/product/54/uenc/aHR0cDovL3VsdGltby5pbmZvcnRpcy10aGVtZXMuY29tL2RlbW8vc2Vjb25kMi9mYXNoaW9uL3RvcHMvc2hpcnRzLWJsb3VzZXMuaHRtbA,,/	/home/rdjong/websites/templates1/ultimo.infortis-themes.com/demo/second2/catalog/product_compare/add/product/54/uenc/aHR0cDovL3VsdGltby5pbmZvcnRpcy10aGVtZXMuY29tL2R/index.html	(from http://ultimo.infortis-themes.com/demo/second2/fashion/tops.html)
10:02:47	150212/150212	---M-Z	200	added ('OK')	text/html	date:Fri,%2014%20Feb%202014%2009:02:46%20GMT	http://ultimo.infortis-themes.com/demo/second2/fashion/tops.html?dir=desc&order=position	/home/rdjong/websites/templates1/ultimo.infortis-themes.com/demo/second2/fashion/tops00ea.html	(from http://ultimo.infortis-themes.com/demo/second2/)
10:02:47	0/0	---M-Z	302	error ('Moved%20Temporarily')	text/html	date:Fri,%2014%20Feb%202014%2009:02:46%20GMT	http://ultimo.infortis-themes.com/demo/second2/catalog/product_compare/add/product/55/uenc/aHR0cDovL3VsdGltby5pbmZvcnRpcy10aGVtZXMuY29tL2RlbW8vc2Vjb25kMi9mYXNoaW9uL3RvcHMvc2hpcnRzLWJsb3VzZXMuaHRtbA,,/	/home/rdjong/websites/templates1/ultimo.infortis-themes.com/demo/second2/catalog/product_compare/add/product/55/uenc/aHR0cDovL3VsdGltby5pbmZvcnRpcy10aGVtZXMuY29tL2R/index.html	(from http://ultimo.infortis-themes.com/demo/second2/fashion/tops.html)
10:02:48	0/0	---M-Z	302	error ('Moved%20Temporarily')	text/html	date:Fri,%2014%20Feb%202014%2009:02:46%20GMT	http://ultimo.infortis-themes.com/demo/second2/catalog/product_compare/add/product/56/uenc/aHR0cDovL3VsdGltby5pbmZvcnRpcy10aGVtZXMuY29tL2RlbW8vc2Vjb25kMi9mYXNoaW9uL3RvcHMvc2hpcnRzLWJsb3VzZXMuaHRtbA,,/	/home/rdjong/websites/templates1/ultimo.infortis-themes.com/demo/second2/catalog/product_compare/add/product/56/uenc/aHR0cDovL3VsdGltby5pbmZvcnRpcy10aGVtZXMuY29tL2R/index.html	(from http://ultimo.infortis-themes.com/demo/second2/fashion/tops.html)
10:02:49	148717/148717	---M-Z	200	added ('OK')	text/html	date:Fri,%2014%20Feb%202014%2009:02:47%20GMT	http://ultimo.infortis-themes.com/demo/second2/fashion/tops.html?limit=4	/home/rdjong/websites/templates1/ultimo.infortis-themes.com/demo/second2/fashion/tops557c.html	(from http://ultimo.infortis-themes.com/demo/second2/)
10:02:51	148702/148702	---M-Z	200	added ('OK')	text/html	date:Fri,%2014%20Feb%202014%2009:02:49%20GMT	http://ultimo.infortis-themes.com/demo/second2/fashion/tops.html?limit=30	/home/rdjong/websites/templates1/ultimo.infortis-themes.com/demo/second2/fashion/tops675c.html	(from http://ultimo.infortis-themes.com/demo/second2/)
10:02:53	148702/148702	---M-Z	200	added ('OK')	text/html	date:Fri,%2014%20Feb%202014%2009:02:52%20GMT	http://ultimo.infortis-themes.com/demo/second2/fashion/tops.html?limit=80	/home/rdjong/websites/templates1/ultimo.infortis-themes.com/demo/second2/fashion/tops2a4e.html	(from http://ultimo.infortis-themes.com/demo/second2/)
10:02:55	148721/148721	---M-Z	200	added ('OK')	text/html	date:Fri,%2014%20Feb%202014%2009:02:53%20GMT	http://ultimo.infortis-themes.com/demo/second2/fashion/tops.html?limit=all	/home/rdjong/websites/templates1/ultimo.infortis-themes.com/demo/second2/fashion/tops0e5a.html	(from http://ultimo.infortis-themes.com/demo/second2/)
10:02:57	148805/148805	---M-Z	200	added ('OK')	text/html	date:Fri,%2014%20Feb%202014%2009:02:55%20GMT	http://ultimo.infortis-themes.com/demo/second2/fashion/tops.html?mode=list	/home/rdjong/websites/templates1/ultimo.infortis-themes.com/demo/second2/fashion/topsa927.html	(from http://ultimo.infortis-themes.com/demo/second2/)
10:02:58	115567/115567	---M-Z	200	added ('OK')	text/html	date:Fri,%2014%20Feb%202014%2009:02:57%20GMT	http://ultimo.infortis-themes.com/demo/second2/fashion/tops.html?price=1000-2000	/home/rdjong/websites/templates1/ultimo.infortis-themes.com/demo/second2/fashion/tops6d74.html	(from http://ultimo.infortis-themes.com/demo/second2/)
10:02:58	0/0	---M-Z	302	error ('Moved%20Temporarily')	text/html	date:Fri,%2014%20Feb%202014%2009:02:58%20GMT	http://ultimo.infortis-themes.com/demo/second2/catalog/product_compare/add/product/37/uenc/aHR0cDovL3VsdGltby5pbmZvcnRpcy10aGVtZXMuY29tL2RlbW8vc2Vjb25kMi9mYXNoaW9uL3RvcHMuaHRtbA,,/	/home/rdjong/websites/templates1/ultimo.infortis-themes.com/demo/second2/catalog/product_compare/add/product/37/uenc/aHR0cDovL3VsdGltby5pbmZvcnRpcy10aGVtZXMuY29tL2RlbW8vc2Vjb25kMi9mYXNoaW9uL3RvcHMuaHRtbA,,/index.html	(from http://ultimo.infortis-themes.com/demo/second2/fashion/tops.html)
10:02:58	0/0	---M-Z	302	error ('Moved%20Temporarily')	text/html	date:Fri,%2014%20Feb%202014%2009:02:58%20GMT	http://ultimo.infortis-themes.com/demo/second2/catalog/product_compare/add/product/36/uenc/aHR0cDovL3VsdGltby5pbmZvcnRpcy10aGVtZXMuY29tL2RlbW8vc2Vjb25kMi9mYXNoaW9uL3RvcHMuaHRtbA,,/	/home/rdjong/websites/templates1/ultimo.infortis-themes.com/demo/second2/catalog/product_compare/add/product/36/uenc/aHR0cDovL3VsdGltby5pbmZvcnRpcy10aGVtZXMuY29tL2RlbW8vc2Vjb25kMi9mYXNoaW9uL3RvcHMuaHRtbA,,/index.html	(from http://ultimo.infortis-themes.com/demo/second2/fashion/tops.html)
10:02:59	115798/115798	---M-Z	200	added ('OK')	text/html	date:Fri,%2014%20Feb%202014%2009:02:58%20GMT	http://ultimo.infortis-themes.com/demo/second2/fashion/tops.html?price=2000-3000	/home/rdjong/websites/templates1/ultimo.infortis-themes.com/demo/second2/fashion/tops2693.html	(from http://ultimo.infortis-themes.com/demo/second2/)
10:02:59	0/0	---M-Z	302	error ('Moved%20Temporarily')	text/html	date:Fri,%2014%20Feb%202014%2009:02:58%20GMT	http://ultimo.infortis-themes.com/demo/second2/catalog/product_compare/add/product/35/uenc/aHR0cDovL3VsdGltby5pbmZvcnRpcy10aGVtZXMuY29tL2RlbW8vc2Vjb25kMi9mYXNoaW9uL3RvcHMuaHRtbA,,/	/home/rdjong/websites/templates1/ultimo.infortis-themes.com/demo/second2/catalog/product_compare/add/product/35/uenc/aHR0cDovL3VsdGltby5pbmZvcnRpcy10aGVtZXMuY29tL2RlbW8vc2Vjb25kMi9mYXNoaW9uL3RvcHMuaHRtbA,,/index.html	(from http://ultimo.infortis-themes.com/demo/second2/fashion/tops.html)
10:02:59	0/0	---M-Z	302	error ('Moved%20Temporarily')	text/html	date:Fri,%2014%20Feb%202014%2009:02:58%20GMT	http://ultimo.infortis-themes.com/demo/second2/catalog/product_compare/add/product/39/uenc/aHR0cDovL3VsdGltby5pbmZvcnRpcy10aGVtZXMuY29tL2RlbW8vc2Vjb25kMi9mYXNoaW9uL3RvcHMuaHRtbA,,/	/home/rdjong/websites/templates1/ultimo.infortis-themes.com/demo/second2/catalog/product_compare/add/product/39/uenc/aHR0cDovL3VsdGltby5pbmZvcnRpcy10aGVtZXMuY29tL2RlbW8vc2Vjb25kMi9mYXNoaW9uL3RvcHMuaHRtbA,,/index.html	(from http://ultimo.infortis-themes.com/demo/second2/fashion/tops.html)
10:03:00	0/0	---M-Z	302	error ('Moved%20Temporarily')	text/html	date:Fri,%2014%20Feb%202014%2009:02:59%20GMT	http://ultimo.infortis-themes.com/demo/second2/catalog/product_compare/add/product/40/uenc/aHR0cDovL3VsdGltby5pbmZvcnRpcy10aGVtZXMuY29tL2RlbW8vc2Vjb25kMi9mYXNoaW9uL3RvcHMuaHRtbA,,/	/home/rdjong/websites/templates1/ultimo.infortis-themes.com/demo/second2/catalog/product_compare/add/product/40/uenc/aHR0cDovL3VsdGltby5pbmZvcnRpcy10aGVtZXMuY29tL2RlbW8vc2Vjb25kMi9mYXNoaW9uL3RvcHMuaHRtbA,,/index.html	(from http://ultimo.infortis-themes.com/demo/second2/fashion/tops.html)
10:03:00	115888/115888	---M-Z	200	added ('OK')	text/html	date:Fri,%2014%20Feb%202014%2009:02:59%20GMT	http://ultimo.infortis-themes.com/demo/second2/fashion/tops.html?price=3000-4000	/home/rdjong/websites/templates1/ultimo.infortis-themes.com/demo/second2/fashion/topsd93a.html	(from http://ultimo.infortis-themes.com/demo/second2/)
10:03:01	0/0	---M-Z	302	error ('Moved%20Temporarily')	text/html	date:Fri,%2014%20Feb%202014%2009:03:00%20GMT	http://ultimo.infortis-themes.com/demo/second2/catalog/product_compare/add/product/41/uenc/aHR0cDovL3VsdGltby5pbmZvcnRpcy10aGVtZXMuY29tL2RlbW8vc2Vjb25kMi9mYXNoaW9uL3RvcHMuaHRtbA,,/	/home/rdjong/websites/templates1/ultimo.infortis-themes.com/demo/second2/catalog/product_compare/add/product/41/uenc/aHR0cDovL3VsdGltby5pbmZvcnRpcy10aGVtZXMuY29tL2RlbW8vc2Vjb25kMi9mYXNoaW9uL3RvcHMuaHRtbA,,/index.html	(from http://ultimo.infortis-themes.com/demo/second2/fashion/tops.html)
10:03:01	0/0	---M-Z	302	error ('Moved%20Temporarily')	text/html	date:Fri,%2014%20Feb%202014%2009:03:00%20GMT	http://ultimo.infortis-themes.com/demo/second2/catalog/product_compare/add/product/42/uenc/aHR0cDovL3VsdGltby5pbmZvcnRpcy10aGVtZXMuY29tL2RlbW8vc2Vjb25kMi9mYXNoaW9uL3RvcHMuaHRtbA,,/	/home/rdjong/websites/templates1/ultimo.infortis-themes.com/demo/second2/catalog/product_compare/add/product/42/uenc/aHR0cDovL3VsdGltby5pbmZvcnRpcy10aGVtZXMuY29tL2RlbW8vc2Vjb25kMi9mYXNoaW9uL3RvcHMuaHRtbA,,/index.html	(from http://ultimo.infortis-themes.com/demo/second2/fashion/tops.html)
10:03:02	0/0	---M-Z	302	error ('Moved%20Temporarily')	text/html	date:Fri,%2014%20Feb%202014%2009:03:00%20GMT	http://ultimo.infortis-themes.com/demo/second2/catalog/product_compare/add/product/43/uenc/aHR0cDovL3VsdGltby5pbmZvcnRpcy10aGVtZXMuY29tL2RlbW8vc2Vjb25kMi9mYXNoaW9uL3RvcHMuaHRtbA,,/	/home/rdjong/websites/templates1/ultimo.infortis-themes.com/demo/second2/catalog/product_compare/add/product/43/uenc/aHR0cDovL3VsdGltby5pbmZvcnRpcy10aGVtZXMuY29tL2RlbW8vc2Vjb25kMi9mYXNoaW9uL3RvcHMuaHRtbA,,/index.html	(from http://ultimo.infortis-themes.com/demo/second2/fashion/tops.html)
10:03:04	115737/115737	---M-Z	200	added ('OK')	text/html	date:Fri,%2014%20Feb%202014%2009:03:01%20GMT	http://ultimo.infortis-themes.com/demo/second2/fashion/tops.html?price=6000-	/home/rdjong/websites/templates1/ultimo.infortis-themes.com/demo/second2/fashion/tops2667.html	(from http://ultimo.infortis-themes.com/demo/second2/)
10:03:06	136262/136262	---M-Z	200	added ('OK')	text/html	date:Fri,%2014%20Feb%202014%2009:03:04%20GMT	http://ultimo.infortis-themes.com/demo/second2/fashion/tops.html?color=20	/home/rdjong/websites/templates1/ultimo.infortis-themes.com/demo/second2/fashion/topsc0d9.html	(from http://ultimo.infortis-themes.com/demo/second2/)
10:03:07	135313/135313	---M-Z	200	added ('OK')	text/html	date:Fri,%2014%20Feb%202014%2009:03:06%20GMT	http://ultimo.infortis-themes.com/demo/second2/fashion/tops.html?color=14	/home/rdjong/websites/templates1/ultimo.infortis-themes.com/demo/second2/fashion/tops7442.html	(from http://ultimo.infortis-themes.com/demo/second2/)
10:03:09	145483/145483	---M-Z	200	added ('OK')	text/html	date:Fri,%2014%20Feb%202014%2009:03:07%20GMT	http://ultimo.infortis-themes.com/demo/second2/fashion/tops.html?size=4	/home/rdjong/websites/templates1/ultimo.infortis-themes.com/demo/second2/fashion/topsfab7.html	(from http://ultimo.infortis-themes.com/demo/second2/)
10:03:11	124977/124977	---M-Z	200	added ('OK')	text/html	date:Fri,%2014%20Feb%202014%2009:03:09%20GMT	http://ultimo.infortis-themes.com/demo/second2/fashion/tops.html?size=5	/home/rdjong/websites/templates1/ultimo.infortis-themes.com/demo/second2/fashion/tops4307.html	(from http://ultimo.infortis-themes.com/demo/second2/)
10:03:12	151113/151113	---M-Z	200	added ('OK')	text/html	date:Fri,%2014%20Feb%202014%2009:03:11%20GMT	http://ultimo.infortis-themes.com/demo/second2/fashion/tops/evening-tops.html?dir=asc&order=name	/home/rdjong/websites/templates1/ultimo.infortis-themes.com/demo/second2/fashion/tops/evening-tops79f7.html	(from http://ultimo.infortis-themes.com/demo/second2/)
10:03:14	151334/151334	---M-Z	200	added ('OK')	text/html	date:Fri,%2014%20Feb%202014%2009:03:12%20GMT	http://ultimo.infortis-themes.com/demo/second2/fashion/tops/evening-tops.html?dir=asc&order=price	/home/rdjong/websites/templates1/ultimo.infortis-themes.com/demo/second2/fashion/tops/evening-tops6973.html	(from http://ultimo.infortis-themes.com/demo/second2/)
10:03:14	0/0	---M-Z	302	error ('Moved%20Temporarily')	text/html	date:Fri,%2014%20Feb%202014%2009:03:12%20GMT	http://ultimo.infortis-themes.com/demo/second2/directory/currency/switch/currency/BRL/uenc/aHR0cDovL3VsdGltby5pbmZvcnRpcy10aGVtZXMuY29tL2RlbW8vc2Vjb25kMi9mYXNoaW9uL3RvcHMvZXZlbmluZy10b3BzLmh0bWw,/	/home/rdjong/websites/templates1/ultimo.infortis-themes.com/demo/second2/directory/currency/switch/currency/BRL/uenc/aHR0cDovL3VsdGltby5pbmZvcnRpcy10aGVtZXMuY29tL2RlbW8vc2Vjb25kMi9mYXNoaW9uL3RvcHMvZXZlbmluZy10b3BzLmh0bWw,/index.html	(from http://ultimo.infortis-themes.com/demo/second2/fashion/tops/evening-tops.html)
10:03:14	0/0	---M-Z	302	error ('Moved%20Temporarily')	text/html	date:Fri,%2014%20Feb%202014%2009:03:12%20GMT	http://ultimo.infortis-themes.com/demo/second2/directory/currency/switch/currency/GBP/uenc/aHR0cDovL3VsdGltby5pbmZvcnRpcy10aGVtZXMuY29tL2RlbW8vc2Vjb25kMi9mYXNoaW9uL3RvcHMvZXZlbmluZy10b3BzLmh0bWw,/	/home/rdjong/websites/templates1/ultimo.infortis-themes.com/demo/second2/directory/currency/switch/currency/GBP/uenc/aHR0cDovL3VsdGltby5pbmZvcnRpcy10aGVtZXMuY29tL2RlbW8vc2Vjb25kMi9mYXNoaW9uL3RvcHMvZXZlbmluZy10b3BzLmh0bWw,/index.html	(from http://ultimo.infortis-themes.com/demo/second2/fashion/tops/evening-tops.html)
10:03:14	0/0	---M-Z	302	error ('Moved%20Temporarily')	text/html	date:Fri,%2014%20Feb%202014%2009:03:13%20GMT	http://ultimo.infortis-themes.com/demo/second2/directory/currency/switch/currency/CNY/uenc/aHR0cDovL3VsdGltby5pbmZvcnRpcy10aGVtZXMuY29tL2RlbW8vc2Vjb25kMi9mYXNoaW9uL3RvcHMvZXZlbmluZy10b3BzLmh0bWw,/	/home/rdjong/websites/templates1/ultimo.infortis-themes.com/demo/second2/directory/currency/switch/currency/CNY/uenc/aHR0cDovL3VsdGltby5pbmZvcnRpcy10aGVtZXMuY29tL2RlbW8vc2Vjb25kMi9mYXNoaW9uL3RvcHMvZXZlbmluZy10b3BzLmh0bWw,/index.html	(from http://ultimo.infortis-themes.com/demo/second2/fashion/tops/evening-tops.html)
10:03:16	151397/151397	---M-Z	200	added ('OK')	text/html	date:Fri,%2014%20Feb%202014%2009:03:14%20GMT	http://ultimo.infortis-themes.com/demo/second2/fashion/tops/evening-tops.html?dir=desc&order=position	/home/rdjong/websites/templates1/ultimo.infortis-themes.com/demo/second2/fashion/tops/evening-tops00ea.html	(from http://ultimo.infortis-themes.com/demo/second2/)
10:03:16	0/0	---M-Z	302	error ('Moved%20Temporarily')	text/html	date:Fri,%2014%20Feb%202014%2009:03:14%20GMT	http://ultimo.infortis-themes.com/demo/second2/directory/currency/switch/currency/EUR/uenc/aHR0cDovL3VsdGltby5pbmZvcnRpcy10aGVtZXMuY29tL2RlbW8vc2Vjb25kMi9mYXNoaW9uL3RvcHMvZXZlbmluZy10b3BzLmh0bWw,/	/home/rdjong/websites/templates1/ultimo.infortis-themes.com/demo/second2/directory/currency/switch/currency/EUR/uenc/aHR0cDovL3VsdGltby5pbmZvcnRpcy10aGVtZXMuY29tL2RlbW8vc2Vjb25kMi9mYXNoaW9uL3RvcHMvZXZlbmluZy10b3BzLmh0bWw,/index.html	(from http://ultimo.infortis-themes.com/demo/second2/fashion/tops/evening-tops.html)
10:03:16	0/0	---M-Z	302	error ('Moved%20Temporarily')	text/html	date:Fri,%2014%20Feb%202014%2009:03:15%20GMT	http://ultimo.infortis-themes.com/demo/second2/directory/currency/switch/currency/USD/uenc/aHR0cDovL3VsdGltby5pbmZvcnRpcy10aGVtZXMuY29tL2RlbW8vc2Vjb25kMi9mYXNoaW9uL3RvcHMvZXZlbmluZy10b3BzLmh0bWw,/	/home/rdjong/websites/templates1/ultimo.infortis-themes.com/demo/second2/directory/currency/switch/currency/USD/uenc/aHR0cDovL3VsdGltby5pbmZvcnRpcy10aGVtZXMuY29tL2RlbW8vc2Vjb25kMi9mYXNoaW9uL3RvcHMvZXZlbmluZy10b3BzLmh0bWw,/index.html	(from http://ultimo.infortis-themes.com/demo/second2/fashion/tops/evening-tops.html)
10:03:18	150238/150238	---M-Z	200	added ('OK')	text/html	date:Fri,%2014%20Feb%202014%2009:03:16%20GMT	http://ultimo.infortis-themes.com/demo/second2/fashion/tops/evening-tops.html?limit=4	/home/rdjong/websites/templates1/ultimo.infortis-themes.com/demo/second2/fashion/tops/evening-tops557c.html	(from http://ultimo.infortis-themes.com/demo/second2/)
10:03:20	150257/150257	---M-Z	200	added ('OK')	text/html	date:Fri,%2014%20Feb%202014%2009:03:18%20GMT	http://ultimo.infortis-themes.com/demo/second2/fashion/tops/evening-tops.html?limit=30	/home/rdjong/websites/templates1/ultimo.infortis-themes.com/demo/second2/fashion/tops/evening-tops675c.html	(from http://ultimo.infortis-themes.com/demo/second2/)
10:03:21	150257/150257	---M-Z	200	added ('OK')	text/html	date:Fri,%2014%20Feb%202014%2009:03:20%20GMT	http://ultimo.infortis-themes.com/demo/second2/fashion/tops/evening-tops.html?limit=80	/home/rdjong/websites/templates1/ultimo.infortis-themes.com/demo/second2/fashion/tops/evening-tops2a4e.html	(from http://ultimo.infortis-themes.com/demo/second2/)
10:03:22	150276/150276	---M-Z	200	added ('OK')	text/html	date:Fri,%2014%20Feb%202014%2009:03:21%20GMT	http://ultimo.infortis-themes.com/demo/second2/fashion/tops/evening-tops.html?limit=all	/home/rdjong/websites/templates1/ultimo.infortis-themes.com/demo/second2/fashion/tops/evening-tops0e5a.html	(from http://ultimo.infortis-themes.com/demo/second2/)
10:03:24	150360/150360	---M-Z	200	added ('OK')	text/html	date:Fri,%2014%20Feb%202014%2009:03:23%20GMT	http://ultimo.infortis-themes.com/demo/second2/fashion/tops/evening-tops.html?mode=list	/home/rdjong/websites/templates1/ultimo.infortis-themes.com/demo/second2/fashion/tops/evening-topsa927.html	(from http://ultimo.infortis-themes.com/demo/second2/)
10:03:26	182798/182798	---M-Z	200	added ('OK')	text/html	date:Fri,%2014%20Feb%202014%2009:03:24%20GMT	http://ultimo.infortis-themes.com/demo/second2/fashion/tops/evening-tops/top1.html	/home/rdjong/websites/templates1/ultimo.infortis-themes.com/demo/second2/fashion/tops/evening-tops/top1.html	(from http://ultimo.infortis-themes.com/demo/second2/)
10:03:28	183587/183587	---M-Z	200	added ('OK')	text/html	date:Fri,%2014%20Feb%202014%2009:03:27%20GMT	http://ultimo.infortis-themes.com/demo/second2/fashion/tops/evening-tops/top1.html?options=cart	/home/rdjong/websites/templates1/ultimo.infortis-themes.com/demo/second2/fashion/tops/evening-tops/top14df8.html	(from http://ultimo.infortis-themes.com/demo/second2/)
10:03:30	178685/178685	---M-Z	200	added ('OK')	text/html	date:Fri,%2014%20Feb%202014%2009:03:28%20GMT	http://ultimo.infortis-themes.com/demo/second2/fashion/tops/evening-tops/top2.html	/home/rdjong/websites/templates1/ultimo.infortis-themes.com/demo/second2/fashion/tops/evening-tops/top2.html	(from http://ultimo.infortis-themes.com/demo/second2/)
10:03:31	0/0	---M-Z	302	error ('Moved%20Temporarily')	text/html	date:Fri,%2014%20Feb%202014%2009:03:28%20GMT	http://ultimo.infortis-themes.com/demo/second2/catalog/product_compare/add/product/35/uenc/aHR0cDovL3VsdGltby5pbmZvcnRpcy10aGVtZXMuY29tL2RlbW8vc2Vjb25kMi9mYXNoaW9uL3RvcHMvZXZlbmluZy10b3BzLmh0bWw,/	/home/rdjong/websites/templates1/ultimo.infortis-themes.com/demo/second2/catalog/product_compare/add/product/35/uenc/aHR0cDovL3VsdGltby5pbmZvcnRpcy10aGVtZXMuY29tL2RlbW8vc2Vjb25kMi9mYXNoaW9uL3RvcHMvZXZlbmluZy10b3BzLmh0bWw,/index.html	(from http://ultimo.infortis-themes.com/demo/second2/fashion/tops/evening-tops.html)
10:03:32	179602/179602	---M-Z	200	added ('OK')	text/html	date:Fri,%2014%20Feb%202014%2009:03:30%20GMT	http://ultimo.infortis-themes.com/demo/second2/fashion/tops/evening-tops/top2.html?options=cart	/home/rdjong/websites/templates1/ultimo.infortis-themes.com/demo/second2/fashion/tops/evening-tops/top24df8.html	(from http://ultimo.infortis-themes.com/demo/second2/)
10:03:34	176544/176544	---M-Z	200	added ('OK')	text/html	date:Fri,%2014%20Feb%202014%2009:03:32%20GMT	http://ultimo.infortis-themes.com/demo/second2/fashion/tops/evening-tops/top3.html?options=cart	/home/rdjong/websites/templates1/ultimo.infortis-themes.com/demo/second2/fashion/tops/evening-tops/top34df8.html	(from http://ultimo.infortis-themes.com/demo/second2/)
10:03:34	0/0	---M-Z	302	error ('Moved%20Temporarily')	text/html	date:Fri,%2014%20Feb%202014%2009:03:32%20GMT	http://ultimo.infortis-themes.com/demo/second2/catalog/product_compare/add/product/36/uenc/aHR0cDovL3VsdGltby5pbmZvcnRpcy10aGVtZXMuY29tL2RlbW8vc2Vjb25kMi9mYXNoaW9uL3RvcHMvZXZlbmluZy10b3BzLmh0bWw,/	/home/rdjong/websites/templates1/ultimo.infortis-themes.com/demo/second2/catalog/product_compare/add/product/36/uenc/aHR0cDovL3VsdGltby5pbmZvcnRpcy10aGVtZXMuY29tL2RlbW8vc2Vjb25kMi9mYXNoaW9uL3RvcHMvZXZlbmluZy10b3BzLmh0bWw,/index.html	(from http://ultimo.infortis-themes.com/demo/second2/fashion/tops/evening-tops.html)
10:03:35	173365/173365	---M-Z	200	added ('OK')	text/html	date:Fri,%2014%20Feb%202014%2009:03:34%20GMT	http://ultimo.infortis-themes.com/demo/second2/fashion/tops/evening-tops/top4.html	/home/rdjong/websites/templates1/ultimo.infortis-themes.com/demo/second2/fashion/tops/evening-tops/top4.html	(from http://ultimo.infortis-themes.com/demo/second2/)
10:03:36	0/0	---M-Z	302	error ('Moved%20Temporarily')	text/html	date:Fri,%2014%20Feb%202014%2009:03:34%20GMT	http://ultimo.infortis-themes.com/demo/second2/catalog/product_compare/add/product/37/uenc/aHR0cDovL3VsdGltby5pbmZvcnRpcy10aGVtZXMuY29tL2RlbW8vc2Vjb25kMi9mYXNoaW9uL3RvcHMvZXZlbmluZy10b3BzLmh0bWw,/	/home/rdjong/websites/templates1/ultimo.infortis-themes.com/demo/second2/catalog/product_compare/add/product/37/uenc/aHR0cDovL3VsdGltby5pbmZvcnRpcy10aGVtZXMuY29tL2RlbW8vc2Vjb25kMi9mYXNoaW9uL3RvcHMvZXZlbmluZy10b3BzLmh0bWw,/index.html	(from http://ultimo.infortis-themes.com/demo/second2/fashion/tops/evening-tops.html)
10:03:38	161323/161323	---M-Z	200	added ('OK')	text/html	date:Fri,%2014%20Feb%202014%2009:03:35%20GMT	http://ultimo.infortis-themes.com/demo/second2/fashion/tops/evening-tops/top5.html	/home/rdjong/websites/templates1/ultimo.infortis-themes.com/demo/second2/fashion/tops/evening-tops/top5.html	(from http://ultimo.infortis-themes.com/demo/second2/)
10:03:38	0/0	---M-Z	302	error ('Moved%20Temporarily')	text/html	date:Fri,%2014%20Feb%202014%2009:03:38%20GMT	http://ultimo.infortis-themes.com/demo/second2/catalog/product_compare/add/product/39/uenc/aHR0cDovL3VsdGltby5pbmZvcnRpcy10aGVtZXMuY29tL2RlbW8vc2Vjb25kMi9mYXNoaW9uL3RvcHMvZXZlbmluZy10b3BzLmh0bWw,/	/home/rdjong/websites/templates1/ultimo.infortis-themes.com/demo/second2/catalog/product_compare/add/product/39/uenc/aHR0cDovL3VsdGltby5pbmZvcnRpcy10aGVtZXMuY29tL2RlbW8vc2Vjb25kMi9mYXNoaW9uL3RvcHMvZXZlbmluZy10b3BzLmh0bWw,/index.html	(from http://ultimo.infortis-themes.com/demo/second2/fashion/tops/evening-tops.html)
10:03:40	160567/160567	---M-Z	200	added ('OK')	text/html	date:Fri,%2014%20Feb%202014%2009:03:38%20GMT	http://ultimo.infortis-themes.com/demo/second2/fashion/tops/evening-tops/top6.html	/home/rdjong/websites/templates1/ultimo.infortis-themes.com/demo/second2/fashion/tops/evening-tops/top6.html	(from http://ultimo.infortis-themes.com/demo/second2/)
10:03:42	160876/160876	---M-Z	200	added ('OK')	text/html	date:Fri,%2014%20Feb%202014%2009:03:40%20GMT	http://ultimo.infortis-themes.com/demo/second2/fashion/tops/evening-tops/top8.html	/home/rdjong/websites/templates1/ultimo.infortis-themes.com/demo/second2/fashion/tops/evening-tops/top8.html	(from http://ultimo.infortis-themes.com/demo/second2/)
10:03:42	0/0	---M-Z	302	error ('Moved%20Temporarily')	text/html	date:Fri,%2014%20Feb%202014%2009:03:41%20GMT	http://ultimo.infortis-themes.com/demo/second2/catalog/product_compare/add/product/40/uenc/aHR0cDovL3VsdGltby5pbmZvcnRpcy10aGVtZXMuY29tL2RlbW8vc2Vjb25kMi9mYXNoaW9uL3RvcHMvZXZlbmluZy10b3BzLmh0bWw,/	/home/rdjong/websites/templates1/ultimo.infortis-themes.com/demo/second2/catalog/product_compare/add/product/40/uenc/aHR0cDovL3VsdGltby5pbmZvcnRpcy10aGVtZXMuY29tL2RlbW8vc2Vjb25kMi9mYXNoaW9uL3RvcHMvZXZlbmluZy10b3BzLmh0bWw,/index.html	(from http://ultimo.infortis-themes.com/demo/second2/fashion/tops/evening-tops.html)
10:03:44	116023/116023	---M-Z	200	added ('OK')	text/html	date:Fri,%2014%20Feb%202014%2009:03:42%20GMT	http://ultimo.infortis-themes.com/demo/second2/fashion/tops/evening-tops.html?price=1000-2000	/home/rdjong/websites/templates1/ultimo.infortis-themes.com/demo/second2/fashion/tops/evening-tops6d74.html	(from http://ultimo.infortis-themes.com/demo/second2/)
